account_id,type_id,status_id,customer_id,branch_id,account_number,balance,date_opened,date_closed
355,4,2,217,9,GB63XTLE66190089358099,26043.79,2015-10-30,NULL
356,3,3,1200,5,GB96GWGV48896326804558,41577.63,2024-07-29,NULL
357,1,1,603,12,GB40QEPC92077288027683,29868.97,2024-02-26,NULL
358,1,2,915,6,GB09ABRJ47111798172578,1781.57,2015-12-25,NULL
359,5,3,142,1,GB82IBBP79704000321682,30921.77,2015-10-18,NULL
360,2,2,1027,6,GB95IFFQ44241942445739,18718.03,2019-08-28,NULL
361,1,2,1075,10,GB40IAXQ47653766310552,47225.39,2019-02-15,NULL
362,5,3,969,7,GB74ZHCW50881093668917,39942.38,2024-03-19,NULL
363,4,1,569,2,GB14SOYA00257301934555,8834.38,2021-12-25,NULL
364,3,3,1032,12,GB62QKPS98293872916136,17776.32,2018-05-09,NULL
365,4,3,1069,11,GB90VPFQ03692203935368,16067.57,2024-08-09,NULL
366,4,3,153,9,GB49NUCM59326041778777,378.52,2024-08-11,NULL
367,2,3,689,10,GB19EPGN12303553822970,33830.65,2022-12-01,NULL
368,3,3,1139,2,GB41DGYB79310610118374,46978.16,2016-12-16,NULL
369,1,1,649,12,GB75HLUR84536752726039,25110.64,2024-07-26,NULL
370,5,1,854,12,GB65JYRS63102942550455,25587.94,2017-08-18,NULL
371,3,1,7,8,GB18XWDR15200637380395,20789.99,2018-01-22,NULL
372,5,2,528,5,GB79UZTZ05528680310245,18828.49,2021-02-04,NULL
373,4,3,413,12,GB82IRQF57338428934886,25137.94,2024-12-12,NULL
374,2,2,228,4,GB26YMHD77919787625252,34744.76,2017-01-29,NULL
375,1,1,811,3,GB08YJNE95004826170933,43753.84,2018-06-11,NULL
376,4,2,784,8,GB98LKDN76228079783764,13482.08,2019-02-21,NULL
377,1,2,1082,6,GB16BLSE84805028276355,35376.09,2022-02-05,NULL
378,3,2,374,1,GB95RHKL59241276954657,28555.77,2024-07-13,NULL
379,3,3,465,7,GB71KTNS10292609841134,12405.42,2021-04-29,NULL
380,5,2,1120,6,GB62RVAL48058274172744,491.71,2023-11-12,NULL
381,2,3,854,1,GB33FNFK47535407802313,38969.28,2018-11-10,NULL
382,3,2,410,2,GB82RZXD68049745100385,33927.33,2019-06-21,NULL
383,1,2,910,1,GB28OBVG03869437644822,31197.91,2019-02-01,NULL
384,5,2,723,12,GB44FBEI70167955920003,24538.11,2017-04-19,NULL
385,4,3,88,2,GB61VPNV18436927363457,28218.29,2025-01-06,NULL
386,5,3,405,10,GB72OPWQ85263411680641,28452.82,2022-09-22,NULL
387,2,3,481,12,GB15IVAX63155473086202,6693.49,2015-12-11,NULL
388,2,3,849,12,GB38OXVT71760603111691,38630.19,2019-12-14,NULL
389,5,2,845,5,GB59CVOR50855212856156,28763.63,2025-05-22,NULL
390,4,2,1002,4,GB85FJHG37375648244377,11359.83,2016-07-07,NULL
391,5,1,292,5,GB54QRND02733934036883,11527.84,2020-09-11,NULL
392,1,3,712,3,GB29OOTT80333807144424,41963.31,2023-09-28,NULL
393,2,2,272,4,GB15ANHC42666048711791,2095.58,2024-01-24,NULL
394,4,2,519,4,GB38LUTB58301295027732,19697.69,2018-06-15,NULL
395,2,3,358,2,GB65LTLX08913688967746,8797.31,2024-11-15,NULL
396,4,2,401,1,GB14BZVH82194031537511,31195.37,2022-08-18,NULL
397,2,1,495,8,GB08GSFH69228128199639,1081.3,2025-03-14,NULL
398,1,2,868,1,GB12NPZO88887044098248,48068.11,2023-07-09,NULL
399,4,1,201,8,GB89LUEE31010235959427,41238.91,2022-02-26,NULL
400,5,2,608,7,GB88RPNL73225414349767,24972.24,2024-06-14,NULL
401,3,2,440,8,GB08GLSG19784342105062,35771.37,2015-10-06,NULL
402,3,1,467,2,GB72RSFP73300745627257,20019.73,2022-09-04,NULL
403,3,3,925,12,GB97INIQ00838960779301,9114.65,2021-11-30,NULL
404,1,1,1186,1,GB60HCAA80783924073105,44313.9,2021-05-12,NULL
405,2,3,630,8,GB31XGFE97389134267932,39486.56,2020-01-31,NULL
406,3,3,387,10,GB11CVZS01302623403653,22279.56,2021-03-22,NULL
407,3,1,1068,10,GB89UFTZ82214559919555,11292.85,2019-10-11,NULL
408,1,2,475,7,GB73CAJZ00477187834983,6024.04,2023-11-01,NULL
409,2,3,546,2,GB06WYLG81184442039140,2817.61,2019-03-01,NULL
410,2,1,845,7,GB74IZOF83855692254753,12651.76,2016-07-27,NULL
411,3,2,982,6,GB46UUIB17352645591652,20655.66,2015-10-08,NULL
412,5,3,175,5,GB19BNIQ49991769274030,11703.84,2016-05-02,NULL
413,2,1,423,3,GB35ARWG61092335922316,9711.71,2017-01-24,NULL
414,1,1,723,7,GB88USHP09406234251340,14063.0,2022-08-30,NULL
415,5,3,10,6,GB88BCRZ32687863715164,22303.38,2020-02-27,NULL
416,5,1,246,11,GB74RMQH43543436324110,32299.3,2019-04-26,NULL
417,4,3,652,9,GB91IOVN30935953298764,7133.68,2018-12-12,NULL
418,3,1,479,5,GB26VMHL09308426714840,23747.96,2016-09-08,NULL
419,3,1,1064,10,GB17DAUF19222203915073,9797.47,2016-09-27,NULL
420,1,3,1055,5,GB75RVER29778937023231,44167.04,2019-05-22,NULL
421,4,1,931,2,GB96RKMH14040225398926,40904.11,2024-01-22,NULL
422,3,1,1108,12,GB02DJVI67443612429898,37870.26,2019-05-18,NULL
423,1,3,990,9,GB36CXYZ72809061280896,13832.65,2017-01-29,NULL
424,3,3,390,2,GB90GDKM80564806641712,23501.96,2019-07-05,NULL
425,5,2,502,4,GB17FVLE26747724058745,28253.33,2024-11-11,NULL
426,2,1,175,8,GB56MULC73927963670879,20790.45,2017-05-22,NULL
427,3,2,766,3,GB03ETQF09168241777088,14266.68,2022-09-21,NULL
428,5,3,239,4,GB58OEGM44020841538218,28394.83,2024-09-19,NULL
429,1,1,38,7,GB40NYWL05942131853819,35641.23,2016-02-22,NULL
430,5,2,853,3,GB39DISZ55378666609699,28170.69,2022-07-16,NULL
431,3,3,717,3,GB69VMZX54505711256746,44126.86,2024-12-23,NULL
432,4,2,840,3,GB50RIPP51473579116142,6166.98,2018-09-17,NULL
433,4,1,1199,3,GB81KFTF11040325388738,41873.86,2023-04-20,NULL
434,1,3,1065,1,GB25KRPU75208012384566,40148.09,2017-01-08,NULL
435,4,3,459,12,GB48BPMM29782950849007,7689.22,2016-01-21,NULL
436,1,1,1180,1,GB25VIZB35424121468232,3786.89,2022-04-29,NULL
437,4,1,442,7,GB55YTFS74632714255463,31941.09,2023-03-20,NULL
438,4,2,479,10,GB19GIKO86004885781654,44394.78,2023-07-13,NULL
439,5,3,45,7,GB32UTUX35950991445922,17688.36,2020-10-05,NULL
440,3,1,175,6,GB86CQNG80011499915880,2196.11,2021-09-28,NULL
441,4,2,1173,7,GB69HQST78089094062039,46590.49,2024-12-10,NULL
442,4,2,903,2,GB34UNFY11035261446355,15624.2,2024-06-14,NULL
443,2,1,361,10,GB97MATJ96516514253584,2860.04,2023-11-10,NULL
444,5,3,701,2,GB59RZWV00706614866326,30995.2,2025-06-12,NULL
445,1,3,765,11,GB14HWBU31841509723787,29533.75,2016-01-01,NULL
446,5,1,949,10,GB80CAEJ03853026877092,47990.6,2017-05-16,NULL
447,5,3,333,6,GB29MZZU01369618767042,41244.12,2023-02-17,NULL
448,3,1,537,8,GB56BTJD05395631741288,10501.46,2018-11-04,NULL
449,1,3,299,11,GB71XFZU53396311046668,36862.96,2025-05-18,NULL
450,5,3,63,6,GB64YHNC38142305705846,37121.16,2018-11-06,NULL
451,1,2,1117,5,GB41UINM85207565038924,47947.77,2018-12-07,NULL
452,3,1,259,8,GB80FVGM64454533818683,5932.61,2025-07-14,NULL
453,2,1,671,4,GB03IRQL27572153272800,43159.5,2020-09-10,NULL
454,2,2,712,11,GB19OXKP13628526717683,9851.82,2021-01-25,NULL
455,5,1,1050,1,GB04LUAQ53745306085946,19627.87,2016-02-21,NULL
456,4,1,673,6,GB87NBVX82630081192090,45545.81,2022-06-20,NULL
457,1,2,440,2,GB07OTVH76578666576870,38875.68,2017-04-06,NULL
458,3,2,357,8,GB71EOZE71592375387428,33408.17,2023-10-11,NULL
459,2,2,1050,8,GB08UPZU52211580267853,34810.73,2022-11-29,NULL
460,4,1,1077,12,GB96JEYK77463374998968,18017.25,2019-01-08,NULL
461,4,3,482,10,GB40TNVK15712972690581,43198.64,2019-04-28,NULL
462,5,1,961,9,GB67IFBR64119535807932,35323.88,2024-03-12,NULL
463,4,1,30,10,GB25ZGMP01219977044303,34627.99,2024-04-22,NULL
464,4,3,166,6,GB35IOVN19899755992682,11868.1,2023-08-12,NULL
465,4,1,688,4,GB51RSUC45046594294926,46690.71,2017-12-16,NULL
466,4,1,462,9,GB44OXPX06159918474279,18746.52,2019-10-17,NULL
467,4,2,78,9,GB23FHFB82212219319329,38861.98,2017-07-24,NULL
468,3,3,974,7,GB68FMXB94800012450268,36238.24,2018-03-20,NULL
469,1,2,1089,2,GB95AMVG33254416676925,15487.33,2017-05-01,NULL
470,3,2,267,6,GB96GZPG61977211030848,11225.56,2019-09-26,NULL
471,5,1,138,7,GB57YUTU31661259381788,34930.96,2017-01-26,NULL
472,4,3,416,3,GB24KUCW66978956525568,5630.31,2024-01-09,NULL
473,2,2,366,9,GB68UAUL45901302205664,28434.92,2017-08-01,NULL
474,5,3,268,5,GB83MOZW96826250661628,40823.06,2021-01-21,NULL
475,3,3,508,11,GB51PDXG20479932704576,36314.29,2020-03-08,NULL
476,5,3,604,9,GB70XLEH71931434095378,32464.52,2016-01-20,NULL
477,4,2,544,12,GB52YYEK38904763268709,8431.69,2016-05-21,NULL
478,3,2,1132,10,GB63IHNF03743570425439,46046.18,2016-03-18,NULL
479,2,3,1196,8,GB84HVNF37223704207136,27537.71,2016-06-01,NULL
480,5,1,427,7,GB85DGZG08130669267728,5444.27,2017-08-29,NULL
481,3,2,894,1,GB04RQMJ98969852489235,28386.03,2016-08-13,NULL
482,1,3,97,9,GB27PSBI71846062873152,9093.31,2018-02-24,NULL
483,2,3,1043,7,GB14FAGJ06421568339782,32379.76,2024-06-23,NULL
484,1,2,106,6,GB10QSAV65894291829256,31046.15,2023-11-24,NULL
485,4,3,519,1,GB72RTJY07012095569688,21151.12,2020-11-21,NULL
486,5,3,976,4,GB29IHCS93421466771405,6755.3,2024-08-03,NULL
487,3,1,822,1,GB44MUOF24916146719204,39350.57,2023-01-18,NULL
488,3,2,357,7,GB47YDRX75440208511484,29559.68,2022-08-01,NULL
489,2,2,1079,8,GB22GMJG89438948706729,29746.41,2023-02-06,NULL
490,2,3,1096,4,GB72TXBC17416488491778,30074.95,2023-07-13,NULL
491,2,2,547,3,GB85XDFY57898320335661,6506.61,2023-01-10,NULL
492,3,1,356,6,GB06TMOT82606229126644,28326.92,2021-04-26,NULL
493,3,3,659,5,GB93OOKD82759431252184,4028.01,2025-08-01,NULL
494,3,1,244,3,GB38LXSF27508982933702,15772.13,2018-06-11,NULL
495,4,3,486,1,GB88EUOM66583247530344,44143.07,2021-08-19,NULL
496,4,1,1150,3,GB63GFPZ25905645459596,38292.02,2020-02-05,NULL
497,4,1,246,4,GB78VVQU64145424267841,8134.61,2024-02-24,NULL
498,2,3,598,10,GB36XQKS70940890741234,21268.39,2015-11-03,NULL
499,3,3,1098,12,GB28MNZK12245749702439,29177.93,2020-10-16,NULL
500,1,1,435,11,GB90DAVC37712609406736,28255.92,2021-12-07,NULL
501,5,2,777,3,GB42ZSMP06043607623290,7716.46,2021-01-07,NULL
502,5,1,1192,11,GB15SEHK66543697313066,38126.41,2016-01-11,NULL
503,2,2,127,4,GB53EQSR20244334758604,46898.2,2019-04-12,NULL
504,2,1,542,9,GB96YHTN50215955431483,27634.49,2016-12-28,NULL
505,2,1,237,1,GB55NBSL31966680894098,9463.47,2021-03-13,NULL
506,3,1,115,9,GB70HEPE57788857720026,38474.16,2017-05-16,NULL
507,5,3,400,1,GB51BTDY45755992184411,21702.5,2022-04-10,NULL
508,4,3,167,5,GB93MNSN61023726326829,5918.0,2016-08-13,NULL
509,3,1,429,7,GB54ABUW38542399989925,43627.83,2018-07-21,NULL
510,2,2,950,5,GB98NOPU02630086291549,41801.06,2021-07-27,NULL
511,5,1,792,2,GB32XXDY32098262575562,47655.01,2023-05-20,NULL
512,4,3,794,7,GB96QOXO92855446564877,12287.21,2016-11-30,NULL
513,1,1,110,4,GB63OGVZ13807608823546,11723.31,2017-04-15,NULL
514,3,3,186,2,GB35EKBQ36338210143486,33252.57,2016-04-02,NULL
515,4,1,430,12,GB63VQJV40767255186234,16782.83,2020-01-26,NULL
516,5,3,614,9,GB11YARU50089430608600,18969.77,2018-06-26,NULL
517,2,3,272,4,GB04WHNI42319246379798,39823.14,2022-05-10,NULL
518,1,2,455,4,GB97ZFBX41145353032006,16684.61,2025-02-26,NULL
519,3,3,852,1,GB91IFCO54023441257313,1734.1,2025-04-03,NULL
520,4,3,241,2,GB40AFEF29730616725773,34845.64,2022-02-20,NULL
521,2,2,382,12,GB04CNVX08387536297368,44996.11,2025-03-22,NULL
522,5,1,1068,1,GB37HGIT51268887765866,26649.37,2015-09-08,NULL
523,2,3,1079,12,GB94LYOB19773504244975,26329.03,2016-03-06,NULL
524,1,3,309,10,GB09TYZM05977820875423,41176.14,2020-05-13,NULL
525,5,3,1131,2,GB87UXNU33329811164044,35917.3,2021-02-05,NULL
526,1,3,202,4,GB24WBXG18483452070081,24794.91,2017-03-11,NULL
527,4,3,1141,2,GB35SKJP67614054003476,32117.07,2020-10-02,NULL
528,3,3,529,12,GB12KFLQ80724860727139,3725.65,2022-01-31,NULL
529,5,1,77,1,GB80XDXB73996078142510,17340.33,2017-04-25,NULL
530,5,2,813,11,GB63VTGO84394675087696,1254.87,2025-03-03,NULL
531,2,1,241,4,GB93SGHI71948294093984,15039.82,2018-06-05,NULL
532,1,1,956,10,GB03MYQK43009125218189,48754.95,2015-10-04,NULL
533,4,3,4,5,GB25WWMV57410995541668,45202.83,2025-08-15,NULL
534,4,3,584,7,GB71CKHC86742739831896,12069.52,2018-05-04,NULL
535,2,1,453,9,GB97AFLL90586022822001,10621.07,2016-11-10,NULL
536,1,3,970,11,GB97KFGF27897125931198,44654.86,2018-07-06,NULL
537,3,1,940,5,GB98KRSB57104617304468,47189.54,2022-07-01,NULL
538,1,3,1195,2,GB70YQYT72177035276298,2128.75,2025-06-29,NULL
539,3,2,1139,12,GB64OYAZ65928359585296,32570.93,2024-06-02,NULL
540,3,2,1011,12,GB33PPXB94360254121931,20651.55,2019-01-13,NULL
541,1,1,955,2,GB09VALA58769436867129,49816.85,2017-05-25,NULL
542,1,1,489,6,GB32EQSV12031577355749,39230.2,2016-07-07,NULL
543,5,1,1001,3,GB53BREK81867295315038,8099.14,2017-11-13,NULL
544,4,3,181,3,GB82WJBS28533752023154,7899.37,2015-09-30,NULL
545,5,2,620,1,GB57NBAI96257225120565,19481.61,2021-12-13,NULL
546,2,1,1010,10,GB15LBNJ84296508431856,11921.63,2020-01-06,NULL
547,3,3,335,6,GB56UGLZ93749378037389,45034.57,2025-05-17,NULL
548,4,1,767,6,GB90SVCG31665687612692,35450.12,2023-07-25,NULL
549,5,2,17,4,GB82TQWT88621511387600,10098.62,2018-01-17,NULL
550,1,1,43,2,GB36SCGF81127913951837,1933.85,2021-05-24,NULL
551,2,3,608,11,GB26RQKM00944459029768,47258.79,2016-06-02,NULL
552,1,2,911,5,GB95JCRA91386614487868,25159.92,2015-10-26,NULL
553,2,1,381,5,GB21DXBP68864832275306,10874.31,2021-06-21,NULL
554,3,1,305,2,GB82AHYB74816352326610,9139.66,2017-08-23,NULL
555,3,1,354,8,GB23XGTY58167444630347,47176.97,2016-04-09,NULL
556,4,2,487,8,GB53KPIB96237483867471,9957.46,2018-06-25,NULL
557,5,3,579,11,GB41XTNE13535178768062,7656.41,2019-03-26,NULL
558,2,2,472,11,GB40OBLZ68839079993386,31973.46,2017-09-04,NULL
559,4,2,848,7,GB88GRAD36186488114665,1311.83,2017-06-16,NULL
560,4,2,787,8,GB31MLRQ94420402014621,33475.51,2024-07-30,NULL
561,3,1,425,12,GB68IMQS03555567448447,18637.39,2017-05-13,NULL
562,1,1,561,12,GB47REXW43776062607749,26295.74,2017-10-31,NULL
563,3,3,491,3,GB49PVBE52716211365186,24701.03,2023-02-26,NULL
564,1,2,977,4,GB15FTET20534878605279,9229.38,2023-03-04,NULL
565,4,3,1174,12,GB28DPFR43651967242264,20079.49,2025-04-26,NULL
566,5,1,896,8,GB31KBIU57370080524111,42937.36,2021-04-29,NULL
567,2,2,806,8,GB66LIXO28831095868869,27692.86,2021-05-09,NULL
568,5,1,1052,8,GB37ESWO07222113611566,12630.83,2019-05-12,NULL
569,5,3,388,12,GB93SBGO56988586784661,8931.32,2020-08-01,NULL
570,4,3,169,12,GB93ZFZT00655268214135,7122.57,2024-09-17,NULL
571,4,2,666,6,GB20HSHM24785831062800,25120.07,2022-04-27,NULL
572,5,1,933,2,GB67YPWI93889302803983,8242.46,2016-05-18,NULL
573,3,1,1064,2,GB23FTXF94692980297896,23377.71,2016-09-29,NULL
574,1,1,562,4,GB08JQHE91978524724553,28326.93,2025-02-06,NULL
575,1,3,243,3,GB46ZYNQ78542336593800,3521.0,2025-08-18,NULL
576,2,1,928,6,GB08WMKL54791547637482,12691.32,2024-11-07,NULL
577,5,3,520,3,GB14MVIO11708113820798,43175.73,2015-09-10,NULL
578,2,2,116,2,GB33ZMFQ30142354832757,4145.25,2022-08-26,NULL
579,1,3,759,2,GB89ISIF75303675148035,5247.03,2024-10-08,NULL
580,5,1,51,12,GB80IIUO07334120333880,39872.32,2020-02-22,NULL
581,5,2,84,4,GB62OCLK30894363364579,18407.41,2020-09-08,NULL
582,4,3,595,2,GB42YIIH57429368754414,30768.6,2015-11-07,NULL
583,2,1,338,9,GB52XSFA00454825353695,8222.99,2023-07-19,NULL
584,4,2,110,11,GB62CJWQ39778080955318,26420.99,2018-07-29,NULL
585,3,3,321,6,GB29WAEB90722030722837,9345.39,2021-10-30,NULL
586,1,3,864,4,GB50KUOG73005910836113,48612.9,2024-10-08,NULL
587,4,2,1104,11,GB04NCFU51625172851278,21938.05,2016-09-28,NULL
588,5,3,251,11,GB52KFKZ19108817136955,4963.73,2021-02-20,NULL
589,5,2,351,2,GB04PHDS00823117277666,19093.27,2022-06-27,NULL
590,5,2,529,9,GB19FKRZ41462574342890,10936.02,2018-06-02,NULL
591,3,3,931,2,GB89SEGC50269009852684,37201.9,2023-10-26,NULL
592,5,3,1019,4,GB77EQZC95471606588789,49221.92,2020-05-22,NULL
593,3,2,289,7,GB61WHLX35419867572848,43794.93,2024-07-03,NULL
594,3,1,918,2,GB26EPRQ45635211469778,39624.04,2017-01-06,NULL
595,5,2,568,2,GB45LCTO04320657921929,16392.09,2017-06-09,NULL
596,1,1,601,10,GB34BYGM55129088964398,46873.43,2021-07-23,NULL
597,5,1,836,12,GB11UFQU59678070166006,36291.37,2022-07-02,NULL
598,4,3,580,1,GB72RWYM58345405367726,7111.72,2016-03-27,NULL
599,2,3,940,2,GB41FDZZ83271532412169,43871.26,2018-04-24,NULL
600,5,2,381,5,GB29IGWY19015487891148,24297.07,2016-07-30,NULL
601,4,3,951,7,GB32RGGX85213703107863,14144.31,2022-01-17,NULL
602,1,3,175,1,GB60ONER28175014806329,61.34,2017-12-18,NULL
603,5,2,1,11,GB15KJHK89628776143393,41475.88,2015-09-24,NULL
604,5,3,319,10,GB13GSHW02636977425630,22484.5,2021-04-14,NULL
605,4,2,375,9,GB55LRUU16241564296847,10169.36,2020-06-13,NULL
606,2,3,44,5,GB21DTRL41420068621580,31022.87,2024-09-10,NULL
607,4,2,619,5,GB79VNYD06425627651435,37365.25,2018-07-27,NULL
608,1,2,362,4,GB02OJKH69603923689918,5384.11,2019-04-11,NULL
609,3,3,1135,2,GB04IHNJ22075507107536,38330.22,2016-04-29,NULL
610,3,2,226,1,GB48LJHI72817562572065,14859.39,2019-06-15,NULL
611,1,3,848,9,GB04QUPM21168258349586,18896.18,2019-04-30,NULL
612,3,1,917,6,GB25QFMJ14629963462126,46394.09,2024-10-26,NULL
613,3,2,627,1,GB12BIQS63477903172891,19213.06,2015-12-19,NULL
614,1,1,506,3,GB59GMPL37429136686606,49436.58,2023-01-08,NULL
615,4,1,815,6,GB91FRYY98865083013897,17249.14,2020-01-06,NULL
616,5,2,160,3,GB63TNTF69751540346763,49376.99,2022-10-16,NULL
617,4,3,731,4,GB23BAHM19561290490197,42630.62,2017-07-03,NULL
618,5,3,154,2,GB95QNIX15511028311745,34706.12,2017-07-27,NULL
619,4,3,794,11,GB79KGRZ40853392307184,10038.78,2017-06-14,NULL
620,2,3,482,4,GB42PQXW19423322078532,25544.06,2024-01-28,NULL
621,4,3,268,12,GB13TGCL90410140140864,11362.16,2023-10-25,NULL
622,1,1,866,10,GB41MVUC85349837233952,25914.23,2017-02-21,NULL
623,1,3,246,10,GB28BSXI63373096773993,39786.11,2021-11-03,NULL
624,1,2,817,9,GB76AXMP95406312886928,14081.39,2019-05-31,NULL
625,2,3,1068,1,GB03OPUV93764558002388,44691.62,2020-09-05,NULL
626,1,3,197,2,GB54ANWT90430610457111,1032.58,2024-04-13,NULL
627,1,2,191,11,GB92FKTN69385395278881,22487.44,2018-10-23,NULL
628,3,1,16,6,GB26GWFQ08806656873784,36952.98,2021-07-19,NULL
629,1,3,882,7,GB29KRXI50801514054378,8574.89,2022-05-23,NULL
630,4,3,847,11,GB18TILM34549022675521,26686.75,2025-07-21,NULL
631,3,1,565,3,GB15RPKU03089612432332,13587.82,2025-08-10,NULL
632,1,1,1128,12,GB79XDKA36653749478767,15770.85,2018-12-20,NULL
633,2,3,315,2,GB16DNTJ85729540811494,25104.8,2016-05-11,NULL
634,1,2,292,9,GB44VIOK75931629528746,26745.8,2022-05-24,NULL
635,5,3,1049,8,GB83GUIS13528374533082,19404.08,2020-01-26,NULL
636,1,2,388,3,GB09GIEE69924607136587,36108.01,2017-03-30,NULL
637,2,1,1042,5,GB40SNQB45899623681269,27720.2,2023-08-30,NULL
638,3,3,1156,5,GB69INEC34049022386017,9458.08,2016-06-11,NULL
639,4,3,388,7,GB02ZVFO25337628763649,9715.17,2018-04-21,NULL
640,5,2,41,4,GB23QVTJ53173116657553,30727.1,2019-01-13,NULL
641,2,2,657,3,GB43FLBU11423274936358,21331.96,2019-09-25,NULL
642,1,3,857,11,GB39WOGQ66880576406407,19219.7,2019-04-04,NULL
643,4,2,656,6,GB34WDLU62213188052114,17758.95,2018-08-01,NULL
644,3,1,77,1,GB59BEAF53676427823196,39569.56,2022-10-11,NULL
645,4,3,756,10,GB28VQLJ99747057081133,25159.41,2019-12-08,NULL
646,2,2,96,1,GB75JBLM58773585259466,42952.85,2018-07-13,NULL
647,4,1,676,2,GB78TLMM97108429982069,41792.45,2021-06-13,NULL
648,3,1,1128,5,GB60OMTH10809571069498,3306.86,2017-03-04,NULL
649,4,2,263,7,GB18VTYZ51338492357202,38444.94,2017-04-28,NULL
650,2,2,624,11,GB64FMYZ01958051151478,26995.97,2019-04-28,NULL
651,5,1,465,6,GB75OAON21709369323905,2328.55,2023-05-11,NULL
652,5,3,164,6,GB76KUHM61152583643379,25803.93,2018-01-28,NULL
653,4,1,483,11,GB29DXWI36644015520613,24151.55,2018-06-21,NULL
654,2,1,834,6,GB66WSGR76534100942952,20855.64,2020-03-24,NULL
655,1,3,84,9,GB38OFYN81872017344353,15696.06,2020-01-17,NULL
656,4,2,245,11,GB03BSPE49997136105595,24616.08,2025-07-08,NULL
657,5,1,743,4,GB07KPFJ41040377588983,23123.38,2023-11-27,NULL
658,3,1,722,9,GB83JRSR77361155810420,38355.06,2020-07-28,NULL
659,3,1,646,5,GB72PSCH24036023242706,21909.27,2022-09-17,NULL
660,4,2,422,2,GB03ALTQ78712471633252,25545.46,2019-03-03,NULL
661,4,1,429,9,GB78GQNL49368580720720,48588.07,2020-04-14,NULL
662,4,2,573,5,GB22ECNG46719350608201,41395.55,2018-08-13,NULL
663,5,1,339,3,GB34XRNM39029519302152,31865.76,2025-04-13,NULL
664,3,2,927,7,GB98HWXL74203135437330,6330.16,2020-10-04,NULL
665,2,2,1077,10,GB65BEUO64353100403550,49087.26,2021-10-30,NULL
666,5,1,195,1,GB83UMRM13108546525581,40564.29,2023-08-21,NULL
667,2,1,853,11,GB05LYWR96146518420433,44772.72,2023-09-03,NULL
668,3,1,11,9,GB81MAOT94384176482415,27856.42,2022-12-16,NULL
669,1,3,156,5,GB75YCJT28897464261981,16399.05,2016-12-21,NULL
670,3,2,86,1,GB29WKZV93588864394177,41962.78,2024-10-20,NULL
671,4,3,283,1,GB44XKDG55524650086523,6949.53,2025-04-18,NULL
672,4,2,601,9,GB25ILEX05489264581849,29953.93,2016-03-22,NULL
673,2,1,1046,1,GB88MCZR30285006372799,2567.73,2025-02-27,NULL
674,5,2,489,11,GB18ORYE21920991909146,18042.72,2021-03-22,NULL
675,1,1,415,10,GB89UMTD39635047324335,10374.52,2020-04-29,NULL
676,3,1,1184,6,GB30ETHR94489865205677,23153.5,2024-12-25,NULL
677,5,1,907,4,GB66KMES40902498475805,40197.7,2023-08-15,NULL
678,3,2,340,4,GB34RASA51596488253378,11663.86,2015-10-08,NULL
679,3,1,296,12,GB35QIJW82408270584396,30.25,2025-03-20,NULL
680,5,2,647,1,GB21BZEC96007240508164,31008.18,2023-05-30,NULL
681,1,3,305,6,GB09EXTH05902235121529,20139.11,2020-09-18,NULL
682,1,2,414,3,GB52XDOS12513261996737,4529.24,2017-09-06,NULL
683,3,1,568,12,GB89MKXK95530844068989,43275.44,2023-01-09,NULL
684,4,2,347,3,GB44ZDWJ13073599447563,45035.91,2016-04-02,NULL
685,3,3,614,7,GB23ZKSZ44489070802946,46225.81,2018-08-18,NULL
686,3,2,419,8,GB47QITY58902258854235,37342.68,2017-03-28,NULL
687,2,1,1028,2,GB68HJEX60620601683363,13566.46,2018-11-04,NULL
688,4,1,923,4,GB15EAKU98977365357455,5867.22,2018-06-07,NULL
689,3,1,342,11,GB43CVTA33712590421861,22892.9,2024-07-12,NULL
690,1,2,292,11,GB47DNPL88209372701127,19642.92,2017-03-18,NULL
691,3,3,438,12,GB85BJZA30626239377874,13545.0,2019-03-17,NULL
692,5,2,65,7,GB71TLJC23350869913347,37405.48,2018-03-30,NULL
693,1,2,734,3,GB85PLEW00413928706740,15639.53,2018-07-04,NULL
694,2,3,437,6,GB96EQHF06343020284810,1730.46,2020-04-22,NULL
695,5,2,1157,11,GB97RGVR97409295332351,18252.99,2024-01-12,NULL
696,2,2,129,8,GB78QPIX68318166686770,37662.51,2022-03-23,NULL
697,5,3,77,4,GB77KGEG39998542410198,31193.31,2019-04-13,NULL
698,3,2,1013,4,GB51LCQC00742074093722,25977.97,2025-08-18,NULL
699,2,3,182,12,GB30XSHM22457043245979,23360.44,2023-03-14,NULL
700,5,3,440,7,GB94KZPP33994327044004,26715.65,2023-11-27,NULL
701,2,1,912,10,GB23CBKV19011416152463,45440.08,2024-07-13,NULL
702,5,2,1182,12,GB30BGIW29791542262846,29640.56,2021-04-04,NULL
703,2,3,368,1,GB68MWVT42688324652922,47508.06,2020-09-26,NULL
704,3,2,879,1,GB28JSEX91304618313086,16070.19,2021-08-02,NULL
705,3,1,974,5,GB73ZSLN22590052705302,46311.78,2017-01-02,NULL
706,4,3,188,12,GB78GTOI65353692512275,33993.33,2017-08-21,NULL
707,1,3,355,2,GB30WBZD23745457056641,49758.41,2020-02-28,NULL
708,2,1,364,8,GB02KQZV36437322606870,19038.3,2021-12-17,NULL
709,2,2,1176,7,GB38HNYU25296010605944,46352.84,2022-02-28,NULL
